geoid,geoid20,year,denom_total_pop,lowaccess_count,lowaccess_pct,denom_li_pop,lowaccess_li_count,lowaccess_li_pct,denom_tot_kids,lowaccess_kids_count,lowaccess_kids_pct,denom_tot_seniors,lowaccess_seniors_count,lowaccess_seniors_pct
1400000US06037432602,6037432602,2019,4554,3661,80.390862,2243,1716,76.504684,1121,884,78.858162,464,377,81.25
1400000US06037432700,6037432700,2019,5211,387,7.4265976,2822,211,7.4769669,1469,93,6.3308372,468,42,8.9743586
1400000US06037432801,6037432801,2019,2614,1568,59.984699,1501,954,63.557629,543,308,56.721916,705,519,73.61702
1400000US06037432802,6037432802,2019,5819,3723,63.980064,3237,2217,68.489342,1825,1190,65.205482,274,164,59.854015
1400000US06037432901,6037432901,2019,4464,14,.31362006,1438,5,.34770516,1000,4,.40000001,529,2,.37807184
1400000US06037432902,6037432902,2019,3473,2528,72.790092,854,628,73.536301,794,577,72.670029,486,327,67.283951
1400000US06037433103,6037433103,2019,6520,66,1.01227,3484,21,.60275543,1730,9,.52023119,603,11,1.8242123
1400000US06037433200,6037433200,2019,6173,1148,18.597116,3377,596,17.6488,1710,267,15.614035,637,133,20.879122
1400000US06037433302,6037433302,2019,1577,0,0,917,0,0,538,0,0,116,0,0
1400000US06037433304,6037433304,2019,4726,0,0,3276,0,0,1236,0,0,543,0,0
1400000US06037433305,6037433305,2019,4893,0,0,2380,0,0,1659,0,0,297,0,0
1400000US06037433306,6037433306,2019,3333,746,22.382238,1547,324,20.943762,973,203,20.86331,286,55,19.23077
1400000US06037433307,6037433307,2019,3355,651,19.403875,1554,219,14.092664,1059,165,15.580736,213,69,32.394367
1400000US06037433402,6037433402,2019,4662,1114,23.895325,2268,584,25.749559,1515,385,25.41254,292,59,20.205479
1400000US06037433403,6037433403,2019,4675,0,0,3279,0,0,1497,0,0,247,0,0
1400000US06037433505,6037433505,2019,4419,1718,38.877575,3002,1196,39.840107,1378,561,40.711174,316,91,28.797468
1400000US06037433506,6037433506,2019,4734,551,11.639206,3140,388,12.356688,1503,177,11.776447,343,37,10.787172
1400000US06037433601,6037433601,2019,4923,2641,53.646152,1844,916,49.674622,1089,607,55.739212,710,362,50.985916
1400000US06037433602,6037433602,2019,2881,2174,75.459908,1829,1310,71.62384,663,488,73.604828,451,343,76.053215
1400000US06037433803,6037433803,2019,504,503,99.80159,183,145,79.23497,131,130,99.236641,69,69,100
1400000US06037433804,6037433804,2019,6371,4369,68.576363,3831,2736,71.417381,2114,1520,71.901611,406,224,55.172413
1400000US06037433901,6037433901,2019,5593,1083,19.363489,3962,855,21.580009,1837,395,21.502449,279,47,16.845879
1400000US06037433903,6037433903,2019,4434,2724,61.434372,1706,1299,76.143028,1289,806,62.529091,409,232,56.723717
1400000US06037434001,6037434001,2019,4268,3251,76.171509,2057,1704,82.839088,1264,959,75.870255,312,249,79.807693
1400000US06037434003,6037434003,2019,4202,1994,47.453594,2737,1149,41.98027,1336,609,45.583832,298,146,48.99329
1400000US06037434004,6037434004,2019,2796,125,4.4706726,1594,43,2.6976161,821,29,3.5322778,283,21,7.4204946
1400000US06037434100,6037434100,2019,5520,4317,78.20652,3164,2335,73.798988,1626,1245,76.568268,444,377,84.909912
1400000US06037460001,6037460001,2019,3727,3700,99.275558,326,345,105.82822,757,752,99.3395,754,747,99.071617
1400000US06037460002,6037460002,2019,1124,1117,99.377228,98,104,106.12245,228,227,99.561401,228,226,99.12281
1400000US06037460101,6037460101,2019,5846,4555,77.916527,333,249,74.774773,1130,891,78.849556,1091,894,81.943169
1400000US06037460200,6037460200,2019,5279,4355,82.496681,431,380,88.167053,1033,852,82.478218,832,698,83.894234
1400000US06037460301,6037460301,2019,4542,4541,99.977982,1151,1248,108.42745,962,962,100,568,568,100
1400000US06037460302,6037460302,2019,4440,3239,72.950447,702,658,93.732193,1133,832,73.433365,472,358,75.847458
1400000US06037460401,6037460401,2019,1067,853,79.943771,326,236,72.392639,253,199,78.656128,162,139,85.802467
1400000US06037460501,6037460501,2019,5351,4832,90.30088,475,397,83.578949,1328,1180,88.855423,957,875,91.431557
1400000US06037460502,6037460502,2019,4417,1121,25.379217,324,82,25.308641,1278,331,25.899843,587,139,23.679728
1400000US06037460601,6037460601,2019,6615,2821,42.645504,817,326,39.902081,1664,750,45.072117,900,426,47.333332
1400000US06037460700,6037460700,2019,5031,2606,51.798847,455,192,42.197803,1282,638,49.765991,858,489,56.993008
1400000US06037460800,6037460800,2019,3247,3183,98.028954,321,342,106.54205,591,579,97.969543,799,782,97.872337
1400000US06037460900,6037460900,2019,6998,5649,80.723061,1931,1537,79.596062,1847,1496,80.996208,651,530,81.413208
1400000US06037461000,6037461000,2019,6027,739,12.26149,2548,370,14.521194,1621,223,13.75694,648,79,12.191358
1400000US06037461100,6037461100,2019,4844,113,2.3327827,1621,43,2.6526835,1190,16,1.3445379,512,16,3.125
1400000US06037461200,6037461200,2019,4440,1081,24.346848,605,129,21.322313,994,256,25.754528,758,182,24.010553
1400000US06037461300,6037461300,2019,6636,1891,28.496082,1769,288,16.280384,1308,343,26.223242,1073,441,41.09972
1400000US06037461400,6037461400,2019,3204,1484,46.317104,882,446,50.566895,619,310,50.080776,556,171,30.755396
1400000US06037461501,6037461501,2019,3700,1863,50.351353,1686,723,42.882561,816,392,48.039215,384,206,53.645832
1400000US06037461502,6037461502,2019,6563,5875,89.516991,2885,2926,101.42114,1547,1363,88.10601,987,866,87.740631
1400000US06037461600,6037461600,2019,5826,2894,49.673874,3078,1533,49.805069,1654,860,51.995163,517,263,50.870407
1400000US06037461700,6037461700,2019,1384,1042,75.289017,126,99,78.571426,221,190,85.972847,307,203,66.123779
1400000US06037461901,6037461901,2019,5116,0,0,2855,0,0,1375,0,0,286,0,0
1400000US06037461902,6037461902,2019,1654,228,13.784764,923,109,11.809318,149,26,17.449665,207,15,7.246377
1400000US06037462001,6037462001,2019,3974,745,18.746855,2345,366,15.607676,1076,193,17.936804,223,42,18.834082
1400000US06037462002,6037462002,2019,3942,820,20.801624,2744,340,12.390671,1225,217,17.714285,258,109,42.248062
1400000US06037462100,6037462100,2019,5259,80,1.5212017,2719,37,1.3607944,1323,17,1.2849585,438,6,1.369863
1400000US06037462201,6037462201,2019,3788,0,0,1699,0,0,609,0,0,920,0,0
1400000US06037462202,6037462202,2019,2927,0,0,1209,0,0,361,0,0,170,0,0
1400000US06037462301,6037462301,2019,4642,0,0,2367,0,0,1097,0,0,396,0,0
1400000US06037462302,6037462302,2019,2972,57,1.9179004,1156,20,1.7301039,365,5,1.369863,271,3,1.1070111
1400000US06037462400,6037462400,2019,4229,509,12.035942,1056,103,9.753788,838,97,11.575179,593,81,13.659359
1400000US06037462500,6037462500,2019,6039,3622,59.976818,1189,515,43.313709,1253,751,59.936153,927,544,58.683926
1400000US06037462600,6037462600,2019,2324,1567,67.426849,193,146,75.647667,485,327,67.422684,356,265,74.438202
1400000US06037462700,6037462700,2019,5471,2853,52.147686,1564,930,59.462917,1021,466,45.641529,568,302,53.169014
1400000US06037462800,6037462800,2019,2915,1589,54.51115,549,235,42.805099,631,367,58.161648,324,212,65.432098
1400000US06037462900,6037462900,2019,3779,1741,46.070389,343,139,40.52478,829,418,50.422195,567,289,50.970016
1400000US06037463000,6037463000,2019,2254,146,6.4773736,285,14,4.9122806,403,35,8.6848631,410,29,7.0731707
1400000US06037463103,6037463103,2019,6167,1103,17.885519,1204,208,17.275747,1308,218,16.666666,962,226,23.492723
1400000US06037463200,6037463200,2019,3403,696,20.452541,696,103,14.798851,601,109,18.136438,681,239,35.095448
1400000US06037463300,6037463300,2019,2037,513,25.184093,274,89,32.48175,364,90,24.725275,282,75,26.595745
1400000US06037463400,6037463400,2019,5747,2476,43.083347,1418,417,29.407616,920,467,50.760868,749,380,50.734314
1400000US06037463500,6037463500,2019,5747,122,2.1228466,808,12,1.4851485,478,23,4.8117156,650,26,4
1400000US06037463601,6037463601,2019,5714,0,0,1594,0,0,563,0,0,639,0,0
1400000US06037463602,6037463602,2019,5051,484,9.5822611,1753,246,14.033086,378,24,6.3492064,615,132,21.463415
1400000US06037463700,6037463700,2019,2236,80,3.5778174,397,11,2.7707808,288,9,3.125,549,23,4.1894355
1400000US06037463800,6037463800,2019,3888,3258,83.796295,345,259,75.072464,707,610,86.28006,814,700,85.995087
1400000US06037463900,6037463900,2019,3448,2035,59.019722,535,229,42.803738,472,304,64.406776,1062,562,52.919022
1400000US06037464000,6037464000,2019,5613,2339,41.67112,1077,366,33.983288,886,380,42.889389,891,406,45.56678
1400000US06037464101,6037464101,2019,3653,3094,84.69751,577,408,70.710571,1006,845,83.996025,652,565,86.656441
1400000US06037464102,6037464102,2019,3542,3000,84.697914,560,395,70.535713,976,819,83.913933,632,548,86.708862
1400000US06037464200,6037464200,2019,5860,2791,47.627987,710,270,38.028168,1417,690,48.694424,1009,473,46.878098
1400000US06037480002,6037480002,2019,3529,391,11.079626,381,45,11.811024,721,83,11.511789,687,75,10.91703
1400000US06037480011,6037480011,2019,5119,961,18.773197,1616,254,15.717822,1102,220,19.963703,587,101,17.206133
1400000US06037480012,6037480012,2019,4763,263,5.5217299,894,19,2.1252797,1094,59,5.3930531,578,35,6.0553632
1400000US06037480101,6037480101,2019,3908,76,1.9447287,998,14,1.4028056,825,14,1.6969697,535,12,2.2429907
1400000US06037480102,6037480102,2019,4297,1311,30.509659,1196,250,20.903009,953,278,29.17104,628,193,30.732485
1400000US06037480201,6037480201,2019,3907,1531,39.186077,669,196,29.297459,901,371,41.176472,689,257,37.300434
1400000US06037480202,6037480202,2019,2530,951,37.588932,319,79,24.764891,581,203,34.939758,431,178,41.299305
1400000US06037480302,6037480302,2019,4255,0,0,1735,0,0,742,0,0,647,0,0
1400000US06037480303,6037480303,2019,3858,0,0,1817,0,0,811,0,0,320,0,0
1400000US06037480304,6037480304,2019,4098,0,0,1964,0,0,709,0,0,607,0,0
1400000US06037480400,6037480400,2019,5654,423,7.4814291,1608,103,6.4054728,939,80,8.519702,943,131,13.891834
1400000US06037480500,6037480500,2019,5470,933,17.056673,752,178,23.670214,1352,196,14.497042,702,111,15.811966
1400000US06037480601,6037480601,2019,2335,176,7.5374732,491,35,7.1283097,522,41,7.8544064,249,22,8.8353415
1400000US06037480602,6037480602,2019,5518,415,7.5208411,1161,84,7.2351422,1234,97,7.8606157,589,51,8.6587439
1400000US06037480702,6037480702,2019,4460,3828,85.829597,443,351,79.232506,1003,855,85.24427,739,670,90.663055
1400000US06037480703,6037480703,2019,3266,1081,33.098591,327,67,20.489296,776,249,32.087627,378,114,30.15873
1400000US06037480704,6037480704,2019,4505,1670,37.069923,965,424,43.937824,1094,391,35.740402,440,130,29.545454
1400000US06037480802,6037480802,2019,3321,2723,81.993378,1214,1043,85.91433,719,581,80.806679,524,441,84.160309
1400000US06037480803,6037480803,2019,3464,0,0,1623,0,0,700,0,0,474,0,0
1400000US06037480804,6037480804,2019,4998,0,0,1669,0,0,960,0,0,492,0,0
1400000US06037480901,6037480901,2019,4686,0,0,2143,0,0,977,0,0,419,0,0
1400000US06037480902,6037480902,2019,4157,190,4.5706038,2234,113,5.0581918,873,41,4.6964488,397,21,5.2896724
1400000US06037480903,6037480903,2019,3206,659,20.555208,1372,300,21.865889,576,108,18.75,570,91,15.964912
1400000US06037481001,6037481001,2019,3842,0,0,1666,0,0,610,0,0,801,0,0
1400000US06037481002,6037481002,2019,5446,26,.47741461,2305,11,.47722343,1001,6,.59940058,668,4,.59880239
1400000US06037481101,6037481101,2019,3812,44,1.1542498,1546,18,1.164295,683,7,1.0248902,590,13,2.2033899
1400000US06037481102,6037481102,2019,3624,0,0,1604,0,0,699,0,0,318,0,0
1400000US06037481103,6037481103,2019,5350,4300,80.373833,1736,1325,76.324883,1144,869,75.96154,808,669,82.797028
1400000US06037481201,6037481201,2019,3728,944,25.321888,1348,332,24.62908,838,250,29.832935,442,104,23.529411
1400000US06037481203,6037481203,2019,6477,1055,16.288404,1955,349,17.851662,1398,229,16.380543,707,97,13.719943
1400000US06037481300,6037481300,2019,3153,145,4.5987949,1274,60,4.7095761,674,37,5.489614,448,18,4.0178571
1400000US06037481401,6037481401,2019,6061,830,13.69411,3204,324,10.11236,1113,153,13.746631,769,139,18.075422
1400000US06037481403,6037481403,2019,3169,726,22.909435,1334,222,16.64168,546,130,23.809525,482,102,21.161825
1400000US06037481404,6037481404,2019,4006,918,22.915627,1687,281,16.656788,691,165,23.878437,609,130,21.34647
1400000US06037481500,6037481500,2019,4347,593,13.641592,1425,221,15.508772,762,127,16.666666,991,67,6.7608476
1400000US06037481603,6037481603,2019,3802,2356,61.967384,1567,1091,69.623482,705,437,61.985817,446,238,53.363228
1400000US06037481604,6037481604,2019,3942,2737,69.431763,1260,937,74.365082,736,501,68.070656,434,300,69.12442
1400000US06037481605,6037481605,2019,3385,1985,58.641064,1225,836,68.244896,677,378,55.834564,440,267,60.68182
1400000US06037481606,6037481606,2019,4871,1437,29.501129,2013,499,24.788872,922,253,27.440348,652,223,34.202454
1400000US06037481711,6037481711,2019,4530,0,0,2246,0,0,665,0,0,849,0,0
1400000US06037481712,6037481712,2019,5225,876,16.765551,2322,345,14.857882,951,174,18.29653,858,106,12.354312
1400000US06037481713,6037481713,2019,2507,137,5.4646988,1116,45,4.032258,401,23,5.735661,380,20,5.2631578
1400000US06037481714,6037481714,2019,2551,0,0,1427,0,0,365,0,0,610,0,0
1400000US06037481800,6037481800,2019,2596,408,15.716487,727,89,12.242091,456,73,16.008772,590,78,13.220339
1400000US06037481901,6037481901,2019,5770,5770,100,1330,1228,92.330826,1164,1164,100,893,893,100
1400000US06037481902,6037481902,2019,3355,3227,96.184799,868,826,95.161293,662,652,98.489426,599,540,90.150253
1400000US06037482001,6037482001,2019,2758,2758,100,341,361,105.8651,452,452,100,879,879,100
1400000US06037482002,6037482002,2019,6947,3553,51.144379,2357,927,39.329655,1384,668,48.265896,1377,856,62.164124
1400000US06037482101,6037482101,2019,4568,120,2.6269703,1422,39,2.7426159,823,26,3.1591737,833,22,2.6410565
1400000US06037482102,6037482102,2019,2828,2418,85.502121,709,613,86.459801,512,434,84.765625,563,497,88.277084
1400000US06037482201,6037482201,2019,3813,610,15.997902,2303,295,12.809379,628,103,16.401274,692,99,14.306358
1400000US06037482202,6037482202,2019,5229,2338,44.712181,2136,1063,49.765919,974,425,43.634499,681,299,43.906021
1400000US06037482301,6037482301,2019,5162,1,.019372337,2782,0,0,1087,0,0,555,0,0
1400000US06037482303,6037482303,2019,5816,182,3.1292984,3339,103,3.0847559,1337,42,3.1413612,580,19,3.275862
1400000US06037482304,6037482304,2019,3556,0,0,2333,0,0,943,0,0,385,0,0
1400000US06037482401,6037482401,2019,3761,511,13.586812,1852,229,12.365011,920,135,14.673913,440,52,11.818182
1400000US06037482403,6037482403,2019,1928,259,13.43361,971,88,9.0628214,401,50,12.468828,287,44,15.331011
1400000US06037482404,6037482404,2019,1882,252,13.390011,948,86,9.0717297,392,48,12.244898,281,43,15.302491
1400000US06037482502,6037482502,2019,3373,98,2.9054255,1609,51,3.1696706,802,24,2.9925187,389,11,2.8277636
1400000US06037482503,6037482503,2019,4357,203,4.6591692,1800,90,5,1044,46,4.4061303,467,17,3.6402569
1400000US06037482521,6037482521,2019,5753,5245,91.169823,2259,2181,96.547142,1256,1138,90.605095,894,826,92.393738
1400000US06037482522,6037482522,2019,4269,4159,97.423286,1062,961,90.489639,822,812,98.783455,667,635,95.2024
1400000US06037482600,6037482600,2019,6864,6864,100,2120,1930,91.037735,1202,1202,100,1581,1581,100
1400000US06037482701,6037482701,2019,4298,1655,38.506283,1422,521,36.638538,953,421,44.176285,706,220,31.161472
1400000US06037482702,6037482702,2019,2397,1848,77.096367,555,427,76.936935,436,332,76.14679,538,426,79.182159
1400000US06037482801,6037482801,2019,4072,2497,61.321217,1551,842,54.287556,817,456,55.813953,776,466,60.051548
1400000US06037500100,6037500100,2019,3831,3315,86.53093,399,283,70.927315,697,597,85.652802,777,690,88.803085
1400000US06037500202,6037500202,2019,4935,3306,66.990883,274,133,48.540146,1138,756,66.432335,1014,683,67.357002
1400000US06037500203,6037500203,2019,1596,1076,67.418549,191,119,62.303665,345,227,65.797104,297,211,71.04377
1400000US06037500204,6037500204,2019,4550,3067,67.406593,545,339,62.201836,982,647,65.885948,847,600,70.838249
1400000US06037500300,6037500300,2019,2958,2944,99.526711,314,313,99.681526,573,572,99.825478,400,399,99.75
1400000US06037500402,6037500402,2019,4898,1458,29.767252,1834,524,28.571428,1479,414,27.991886,425,139,32.705883
1400000US06037500403,6037500403,2019,3892,3868,99.383354,864,882,102.08334,1016,1010,99.409447,556,553,99.460434
1400000US06037500404,6037500404,2019,4666,4666,100,1181,1207,102.20152,1200,1200,100,595,595,100
1400000US06037500500,6037500500,2019,2594,2594,100,992,1029,103.72984,675,675,100,354,354,100
1400000US06037500600,6037500600,2019,5687,3240,56.972042,1705,1178,69.090912,1691,934,55.233589,662,411,62.084591
1400000US06037500700,6037500700,2019,6495,295,4.5419555,2076,54,2.601156,1543,65,4.2125731,932,58,6.223176
1400000US06037500800,6037500800,2019,5554,1418,25.531149,1643,385,23.432745,1475,363,24.61017,628,191,30.414013
1400000US06037500900,6037500900,2019,6349,4487,70.672546,2302,1447,62.858383,1648,1156,70.14563,827,561,67.835548
1400000US06037501001,6037501001,2019,2618,2591,98.968681,926,864,93.304535,813,804,98.89299,210,206,98.095238
1400000US06037501002,6037501002,2019,4858,3895,80.177025,694,646,93.083572,1258,1018,80.922096,545,442,81.100914
1400000US06037501200,6037501200,2019,5016,2164,43.141945,904,414,45.796459,1365,561,41.0989,531,230,43.314503
1400000US06037501301,6037501301,2019,3116,1894,60.783054,731,433,59.233925,766,491,64.09922,329,182,55.319149
1400000US06037501302,6037501302,2019,4122,2506,60.795731,966,573,59.316769,1014,650,64.102562,435,240,55.172413
1400000US06037501400,6037501400,2019,3951,282,7.1374335,1760,124,7.0454545,1190,89,7.4789915,262,16,6.1068702
1400000US06037501501,6037501501,2019,2261,1129,49.933659,474,224,47.257385,459,219,47.712418,325,161,49.53846
1400000US06037501503,6037501503,2019,5016,5016,100,1972,1850,93.813385,1312,1312,100,341,341,100
1400000US06037501504,6037501504,2019,3592,3358,93.485527,1646,1654,100.48602,828,755,91.183578,643,630,97.978226
1400000US06037501600,6037501600,2019,7898,7857,99.480881,1826,1897,103.88828,1593,1584,99.435028,1033,1026,99.322365
1400000US06037501700,6037501700,2019,3695,2902,78.538567,602,449,74.584717,958,746,77.870567,498,418,83.935745
1400000US06037501802,6037501802,2019,3326,670,20.144318,951,161,16.929548,766,155,20.234987,391,74,18.925831
1400000US06037501803,6037501803,2019,4702,2990,63.589962,2661,1771,66.553925,1466,925,63.096863,270,168,62.222221
1400000US06037501804,6037501804,2019,2131,648,30.408258,1117,335,29.991047,581,200,34.423409,168,32,19.047619
1400000US06037501900,6037501900,2019,4267,86,2.0154676,926,27,2.9157667,1154,23,1.9930676,393,8,2.0356233
1400000US06037502003,6037502003,2019,2692,420,15.601783,976,199,20.389345,815,123,15.092025,198,30,15.151515
1400000US06037502004,6037502004,2019,4359,4114,94.379448,1853,1764,95.196976,1330,1257,94.511276,279,263,94.265236
1400000US06037502005,6037502005,2019,4197,1547,36.859661,2101,574,27.320324,1146,436,38.045376,377,124,32.891247
1400000US06037502100,6037502100,2019,5140,3585,69.747078,1580,1269,80.316452,1279,915,71.540268,882,595,67.46032
1400000US06037502200,6037502200,2019,6492,1892,29.14356,2120,478,22.547171,1712,470,27.453272,727,288,39.614857
1400000US06037502303,6037502303,2019,8393,6304,75.110214,3366,2453,72.875816,2428,1802,74.217461,829,667,80.458382
1400000US06037502401,6037502401,2019,4747,1665,35.074783,1725,728,42.2029,1200,443,36.916668,606,190,31.353136
1400000US06037502402,6037502402,2019,3823,93,2.4326446,1011,29,2.8684471,980,25,2.5510204,464,11,2.3706896
1400000US06037502500,6037502500,2019,4215,1737,41.209965,1341,546,40.715885,1162,456,39.242683,496,181,36.491936
1400000US06037502602,6037502602,2019,4321,0,0,1631,0,0,1219,0,0,445,0,0
1400000US06037502603,6037502603,2019,3636,1644,45.214523,691,316,45.730824,960,430,44.791668,418,186,44.497608
1400000US06037502604,6037502604,2019,3509,1586,45.198063,667,304,45.577213,926,414,44.708424,404,179,44.306931
1400000US06037502700,6037502700,2019,6919,6917,99.971092,1294,1266,97.836166,1844,1844,100,884,884,100
1400000US06037502801,6037502801,2019,6231,6202,99.534584,1618,1552,95.920891,1591,1583,99.497169,723,720,99.58506
1400000US06037502901,6037502901,2019,5413,1146,21.171255,1139,241,21.158911,1419,326,22.973925,541,91,16.820702
1400000US06037503000,6037503000,2019,6057,1565,25.837873,2457,708,28.815628,1977,503,25.442591,325,88,27.076923
1400000US06037503103,6037503103,2019,5004,135,2.6978416,1971,69,3.500761,1455,39,2.6804123,361,12,3.3240998
1400000US06037503104,6037503104,2019,2719,700,25.744759,1308,355,27.140673,898,215,23.942093,182,68,37.362637
1400000US06037503105,6037503105,2019,3634,1813,49.889927,1266,700,55.292259,1062,570,53.672318,239,81,33.891212
1400000US06037503106,6037503106,2019,3795,19,.50065875,1178,10,.84889644,1087,6,.55197793,365,1,.2739726
1400000US06037503201,6037503201,2019,3912,3582,91.564415,842,733,87.054634,949,865,91.148575,538,493,91.635689
1400000US06037503202,6037503202,2019,4462,225,5.042582,1061,54,5.0895381,1167,20,1.713796,532,89,16.729322
1400000US06037503301,6037503301,2019,3394,21,.61873895,482,5,1.0373445,870,6,.68965518,352,3,.85227275
1400000US06037503302,6037503302,2019,6271,1750,27.906235,2090,510,24.401915,1720,455,26.453489,475,153,32.210526
1400000US06037503401,6037503401,2019,6593,3362,50.993477,991,727,73.360245,1513,769,50.826172,929,535,57.588806
1400000US06037503402,6037503402,2019,4323,13,.30071709,819,3,.36630037,1096,3,.27372262,565,2,.3539823
1400000US06037503501,6037503501,2019,6460,572,8.8544893,2668,239,8.9580212,1825,147,8.0547943,523,58,11.089866
1400000US06037503502,6037503502,2019,4060,691,17.019705,843,167,19.810202,1092,186,17.032967,464,86,18.534483
1400000US06037503601,6037503601,2019,4157,681,16.382006,801,121,15.106117,975,165,16.923077,723,89,12.30982
1400000US06037503602,6037503602,2019,3793,157,4.139204,607,23,3.7891269,785,28,3.566879,698,28,4.0114613
1400000US06037503701,6037503701,2019,4717,4236,89.802841,1387,1198,86.373466,1137,1026,90.237465,593,514,86.67791
1400000US06037503702,6037503702,2019,4872,1909,39.183086,1193,325,27.242247,1178,450,38.20034,644,283,43.944099
1400000US06037503704,6037503704,2019,4490,3480,77.505569,920,697,75.760872,774,592,76.485786,1080,852,78.888885
1400000US06037503705,6037503705,2019,3514,2675,76.124077,725,534,73.655174,615,458,74.471542,831,650,78.219017
1400000US06037503801,6037503801,2019,4069,3077,75.620544,899,745,82.869858,1021,770,75.41626,461,343,74.403473
1400000US06037503802,6037503802,2019,5054,1385,27.404036,695,183,26.330935,1135,308,27.136564,574,188,32.752613
1400000US06037503901,6037503901,2019,2700,958,35.48148,515,119,23.106796,582,200,34.364262,385,139,36.103897
1400000US06037503902,6037503902,2019,4635,2846,61.402374,950,605,63.684212,1099,669,60.87352,625,361,57.759998
1400000US06037504001,6037504001,2019,5709,1381,24.189877,1036,426,41.11969,759,118,15.546772,650,104,16
1400000US06037504002,6037504002,2019,5383,3172,58.92625,718,464,64.623955,1275,734,57.568626,675,364,53.925926
1400000US06037504101,6037504101,2019,5126,1437,28.033554,1494,306,20.481928,1250,377,30.16,689,133,19.303339
1400000US06037504200,6037504200,2019,5642,1818,32.222614,3792,944,24.894514,1615,391,24.210526,797,513,64.366371
1400000US06037530005,6037530005,2019,4346,2397,55.154163,662,216,32.628399,678,364,53.687317,1115,564,50.582958
1400000US06037530006,6037530006,2019,3963,1386,34.973503,1705,762,44.692081,931,350,37.593987,443,176,39.729118
1400000US06037530007,6037530007,2019,6647,4172,62.765156,1783,1067,59.84296,1351,833,61.658031,1306,887,67.917305
1400000US06037530101,6037530101,2019,5398,1512,28.010374,2513,851,33.863907,1470,434,29.523809,764,229,29.973822
1400000US06037530102,6037530102,2019,5116,43,.84050041,2007,25,1.2456403,1149,11,.95735425,1044,8,.76628351
1400000US06037530202,6037530202,2019,4056,867,21.37574,1326,218,16.440422,956,195,20.39749,618,148,23.948219
1400000US06037530203,6037530203,2019,3238,305,9.4193945,1592,75,4.7110553,836,45,5.3827753,353,70,19.830029
1400000US06037530204,6037530204,2019,3682,383,10.401956,1435,93,6.4808364,1067,113,10.590441,331,36,10.876133
1400000US06037530301,6037530301,2019,2168,364,16.789667,881,153,17.366629,580,94,16.206896,245,38,15.510204
1400000US06037530302,6037530302,2019,6556,1684,25.686394,3232,711,21.998762,1851,389,21.015667,702,220,31.339031
1400000US06037530400,6037530400,2019,3683,2751,74.694542,1537,1344,87.443069,1014,783,77.218933,611,455,74.468086
1400000US06037530500,6037530500,2019,4567,4567,100,1860,2245,120.69892,1305,1305,100,503,503,100
1400000US06037530603,6037530603,2019,5016,1051,20.952951,1812,390,21.523178,1495,320,21.404682,466,77,16.523605
1400000US06037530700,6037530700,2019,2213,747,33.755085,970,311,32.061855,660,223,33.78788,166,51,30.722891
1400000US06037530801,6037530801,2019,6325,4176,66.023712,2630,2209,83.992393,2118,1402,66.194527,429,267,62.237762
1400000US06037530802,6037530802,2019,3664,16,.43668121,997,5,.50150454,1113,5,.4492363,353,2,.56657225
1400000US06037530901,6037530901,2019,4080,0,0,1649,0,0,1385,0,0,289,0,0
1400000US06037530902,6037530902,2019,4160,144,3.4615386,2187,64,2.9263833,1308,21,1.6055046,533,71,13.320826
1400000US06037531000,6037531000,2019,5628,5204,92.46624,2674,2711,101.3837,1795,1673,93.203346,484,444,91.735535
1400000US06037531101,6037531101,2019,5089,966,18.982119,2772,426,15.367966,1626,325,19.9877,469,91,19.402985
1400000US06037531102,6037531102,2019,3547,764,21.53933,1876,321,17.110874,1186,234,19.730185,339,77,22.713863
1400000US06037531201,6037531201,2019,5333,4485,84.099007,2729,2428,88.970322,1747,1480,84.71666,379,320,84.432716
1400000US06037531202,6037531202,2019,4747,3576,75.331787,2471,1971,79.765274,1577,1169,74.12809,292,234,80.136986
1400000US06037531301,6037531301,2019,5601,4123,73.611855,3228,2754,85.315987,1898,1398,73.656479,411,324,78.832115
1400000US06037531302,6037531302,2019,6707,4916,73.296555,3411,2951,86.514221,2291,1678,73.243126,415,304,73.253014
1400000US06037531502,6037531502,2019,3273,0,0,1872,0,0,1151,0,0,214,0,0
1400000US06037531503,6037531503,2019,3115,1451,46.581059,1676,913,54.474941,1011,437,43.224529,214,121,56.542057
1400000US06037531504,6037531504,2019,4414,1585,35.908474,2557,1017,39.77317,1378,468,33.962265,379,152,40.105541
1400000US06037531602,6037531602,2019,4494,0,0,2392,0,0,1382,0,0,392,0,0
1400000US06037531603,6037531603,2019,3568,1033,28.951794,1600,536,33.5,1128,327,28.989361,295,75,25.423729
1400000US06037531604,6037531604,2019,3580,0,0,2106,0,0,1078,0,0,319,0,0
1400000US06037531701,6037531701,2019,5718,0,0,2898,0,0,1835,0,0,438,0,0
1400000US06037531702,6037531702,2019,4754,141,2.9659235,2042,100,4.8971596,1441,47,3.2616239,398,8,2.0100503
1400000US06037531800,6037531800,2019,5066,33,.65140152,2855,21,.73555166,1630,11,.67484665,377,2,.53050399
1400000US06037531901,6037531901,2019,6499,2902,44.653023,2855,1105,38.704029,1947,852,43.759628,576,264,45.833332
1400000US06037531902,6037531902,2019,4075,701,17.202454,2050,300,14.634147,1114,183,16.42729,428,88,20.560747
1400000US06037532001,6037532001,2019,3415,32,.93704247,1733,18,1.0386612,923,8,.86673892,509,2,.39292732
